Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ETHUSDT,I,edgenext,5,7days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,7days,2024-02,Test,0.9959,0.9958,0.9917,0.9997,0.9997
ETHUSDT,I,edgenext,5,7days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,7days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,14days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,14days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,14days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,14days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,14days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,14days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,21days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,21days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,21days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,21days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,21days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,21days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,28days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,28days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,28days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,28days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,28days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,28days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,7days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,7days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,7days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,7days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,7days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,15,7days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,14days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
