Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ETHUSDT,I,levit,15,28days,2024-06,Train,0.9942,0.9941,0.9989,0.9999,0.9999
ETHUSDT,I,levit,15,28days,2024-03,Test,0.99,0.9903,0.9994,0.9999,0.9999
ETHUSDT,I,levit,15,28days,2024-05,Test,0.9939,0.9939,0.9927,0.9999,0.9999
ETHUSDT,I,levit,15,28days,2024-04,Test,0.9957,0.9957,0.993,0.9999,0.9999
ETHUSDT,I,levit,15,28days,2024-08,Test,0.9918,0.9918,0.9981,0.9999,0.9999
ETHUSDT,I,levit,15,28days,2024-02,Test,0.9866,0.9871,0.9878,0.9993,0.9994
ETHUSDT,I,levit,15,7days,2024-05,Test,0.9217,0.9161,0.8452,0.999,0.9991
ETHUSDT,I,levit,15,7days,2024-08,Test,0.9475,0.947,0.9992,0.9987,0.9985
ETHUSDT,I,levit,15,7days,2024-04,Test,0.9851,0.9851,0.9756,0.9995,0.9995
ETHUSDT,I,levit,15,7days,2024-03,Test,0.9674,0.9695,0.9762,0.9964,0.997
ETHUSDT,I,levit,15,7days,2024-06,Train,0.5429,0.6511,0.8498,0.5989,0.5956
ETHUSDT,I,levit,15,7days,2024-02,Test,0.9715,0.9727,0.9975,0.9991,0.9992
ETHUSDT,I,levit,30,14days,2024-08,Test,0.95,0.9508,0.9767,0.9923,0.993
ETHUSDT,I,levit,30,14days,2024-05,Test,0.9879,0.9879,0.9788,0.9996,0.9996
ETHUSDT,I,levit,30,14days,2024-03,Test,0.9882,0.9884,0.9811,0.9997,0.9997
ETHUSDT,I,levit,30,14days,2024-04,Test,0.9918,0.9919,0.9862,0.9998,0.9998
ETHUSDT,I,levit,30,14days,2024-02,Test,0.9779,0.9789,0.9641,0.9987,0.9989
ETHUSDT,I,levit,30,14days,2024-06,Train,0.9858,0.9858,0.9832,0.9989,0.9988
ETHUSDT,I,levit,30,21days,2024-08,Test,0.9809,0.9806,0.9669,0.9991,0.9992
ETHUSDT,I,levit,30,21days,2024-06,Train,0.9834,0.9831,0.9682,0.9997,0.9997
ETHUSDT,I,levit,30,21days,2024-03,Test,0.9873,0.9875,0.9873,0.9985,0.9975
ETHUSDT,I,levit,30,21days,2024-02,Test,0.9815,0.9825,0.9824,0.9989,0.999
ETHUSDT,I,levit,30,21days,2024-05,Test,0.9937,0.9938,0.9962,0.9998,0.9998
ETHUSDT,I,levit,30,21days,2024-04,Test,0.9925,0.9926,0.9963,0.9998,0.9998
ETHUSDT,I,levit,30,28days,2024-05,Test,0.984,0.9842,0.9809,0.9882,0.9937
ETHUSDT,I,levit,30,28days,2024-03,Test,0.9875,0.9877,0.978,0.9997,0.9997
ETHUSDT,I,levit,30,28days,2024-04,Test,0.9961,0.9962,0.9977,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-08,Test,0.9906,0.9905,0.9841,0.9998,0.9998
ETHUSDT,I,levit,30,28days,2024-06,Train,0.9985,0.9985,0.9988,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-02,Test,0.9945,0.9949,0.9965,0.9999,0.9999
ETHUSDT,I,levit,30,7days,2024-03,Test,0.9651,0.968,0.9931,0.998,0.9983
ETHUSDT,I,levit,30,7days,2024-05,Test,0.9764,0.9766,0.9603,0.999,0.9991
ETHUSDT,I,levit,30,7days,2024-08,Test,0.9756,0.974,0.9682,0.998,0.9977
ETHUSDT,I,levit,30,7days,2024-06,Train,0.5875,0.6635,0.7863,0.6178,0.6091
ETHUSDT,I,levit,30,7days,2024-04,Test,0.9318,0.9279,0.8676,0.9959,0.9962
ETHUSDT,I,levit,30,7days,2024-02,Test,0.9533,0.9561,0.9656,0.993,0.9941
